student_id,grade,attestation
3465,0,notpassing
3466,89,generating
3469,0,notpassing
3472,13,notpassing
3477,0,notpassing
3480,87,generating
3483,12,notpassing
3484,0,notpassing
3491,0,notpassing
3492,13,notpassing
3494,4,notpassing
3495,0,notpassing
3498,74,generating
3500,3,notpassing
3501,0,notpassing
3502,26,notpassing
3505,82,generating
3507,0,notpassing
3513,0,notpassing
3515,0,notpassing
3519,65,generating
3521,0,notpassing
3522,0,notpassing
3527,0,notpassing
3533,0,notpassing
3535,93,generating
3536,84,generating
3538,0,notpassing
3545,94,generating
3550,74,generating
3552,0,notpassing
3558,0,notpassing
3562,0,notpassing
3563,0,notpassing
3564,0,notpassing
3566,0,notpassing
3568,90,generating
3571,100,generating
3577,63,generating
3578,22,notpassing
3583,0,notpassing
3586,87,generating
3591,0,notpassing
3592,0,notpassing
3593,5,notpassing
3596,0,notpassing
3599,13,notpassing
3600,87,generating
3602,33,notpassing
3604,0,notpassing
3606,0,notpassing
3609,89,generating
3614,0,notpassing
3616,0,notpassing
3620,0,notpassing
3622,3,notpassing
3623,3,notpassing
3624,98,generating
3626,88,generating
3627,0,notpassing
3633,0,notpassing
3636,0,notpassing
3638,0,notpassing
3639,25,notpassing
3646,0,notpassing
3648,0,notpassing
3649,0,notpassing
3651,76,generating
3653,0,notpassing
3660,23,notpassing
3661,3,notpassing
3665,0,notpassing
3666,0,notpassing
3667,0,notpassing
3669,29,notpassing
3673,79,generating
3675,0,notpassing
3678,0,notpassing
3680,0,notpassing
3685,0,notpassing
3686,61,generating
3688,0,notpassing
3692,0,notpassing
3696,82,generating
3701,96,generating
3707,0,notpassing
3709,0,notpassing
3713,0,notpassing
3717,90,generating
3718,85,generating
3724,0,notpassing
3731,23,notpassing
3733,0,notpassing
3739,0,notpassing
3744,0,notpassing
3745,0,notpassing
3750,0,notpassing
3753,0,notpassing
3755,0,notpassing
3758,9,notpassing
3759,68,generating
3762,0,notpassing
3763,11,notpassing
3774,0,notpassing
3777,66,generating
3779,0,notpassing
3780,14,notpassing
3783,0,notpassing
3784,98,generating
3785,0,notpassing
3789,18,notpassing
3791,0,notpassing
3792,96,generating
3794,9,notpassing
3795,3,notpassing
3797,0,notpassing
3799,3,notpassing
3805,0,notpassing
3807,85,generating
3808,0,notpassing
3809,0,notpassing
3812,96,generating
3816,8,notpassing
3820,31,notpassing
3822,13,notpassing
3823,0,notpassing
3828,19,notpassing
3831,0,notpassing
3832,0,notpassing
3851,3,notpassing
3853,93,generating
3856,69,generating
3860,0,notpassing
3861,0,notpassing
3865,0,notpassing
3866,84,generating
3868,41,notpassing
3871,0,notpassing
3873,0,notpassing
3874,5,notpassing
3875,82,generating
3876,3,notpassing
3877,89,generating
3882,0,notpassing
3885,35,notpassing
3887,5,notpassing
3888,0,notpassing
3889,82,generating
3894,0,notpassing
3896,0,notpassing
3898,0,notpassing
3904,67,generating
3906,0,notpassing
3907,0,notpassing
3918,90,generating
3919,90,generating
3920,0,notpassing
3922,0,notpassing
3925,3,notpassing
3927,0,notpassing
3935,0,notpassing
3936,3,notpassing
3938,7,notpassing
3939,78,generating
3941,28,notpassing
3942,67,generating
3943,4,notpassing
3944,64,generating
3946,0,notpassing
3948,5,notpassing
3949,0,notpassing
3950,0,notpassing
3951,89,generating
3958,3,notpassing
3960,4,notpassing
3961,60,generating
3962,86,generating
3964,65,generating
3967,0,notpassing
3974,0,notpassing
3976,75,generating
3977,93,generating
3978,0,notpassing
3981,5,notpassing
3982,7,notpassing
3985,54,notpassing
3987,0,notpassing
3988,25,notpassing
3989,0,notpassing
3992,88,generating
4004,0,notpassing
4005,43,notpassing
4008,3,notpassing
4010,66,generating
4012,79,generating
4022,3,notpassing
4023,42,notpassing
4024,0,notpassing
4026,0,notpassing
4033,89,generating
4040,7,notpassing
4041,0,notpassing
4043,0,notpassing
4044,55,notpassing
4045,0,notpassing
4047,42,notpassing
4052,21,notpassing
4053,16,notpassing
4054,1,notpassing
4057,0,notpassing
4058,53,notpassing
4059,0,notpassing
4060,34,notpassing
4063,25,notpassing
4064,0,notpassing
4065,23,notpassing
4066,0,notpassing
4068,89,generating
4069,0,notpassing
4070,0,notpassing
4072,0,notpassing
4073,5,notpassing
4074,0,notpassing
4075,1,notpassing
4076,0,notpassing
4077,0,notpassing
4078,0,notpassing
4079,86,generating
4080,17,notpassing
4082,0,notpassing
4083,0,notpassing
4084,20,notpassing
4087,80,generating
4088,13,notpassing
4089,7,notpassing
4091,0,notpassing
4092,12,notpassing
4095,7,notpassing
4097,0,notpassing
4100,0,notpassing
4101,15,notpassing
4102,0,notpassing
4103,0,notpassing
4106,72,generating
4109,20,notpassing
4112,0,notpassing
4113,0,notpassing
4115,0,notpassing
4116,0,notpassing
4117,9,notpassing
4119,0,notpassing
4121,86,generating
4122,12,notpassing
4125,0,notpassing
4126,11,notpassing
4129,7,notpassing
4132,0,notpassing
4134,12,notpassing
4137,0,notpassing
4138,95,generating
4139,0,notpassing
4140,8,notpassing
4142,0,notpassing
4146,91,generating
4148,5,notpassing
4149,35,notpassing
4150,97,generating
4151,0,notpassing
4154,0,notpassing
4155,3,notpassing
4157,0,notpassing
4158,3,notpassing
4160,0,notpassing
4162,82,generating
4164,87,generating
4165,94,generating
4166,0,notpassing
4168,0,notpassing
4169,0,notpassing
4170,0,notpassing
4171,89,generating
4174,0,notpassing
4176,3,notpassing
4178,75,generating
4180,0,notpassing
4182,0,notpassing
4185,0,notpassing
4186,0,notpassing
4187,9,notpassing
4190,0,notpassing
4193,0,notpassing
4194,14,notpassing
4195,0,notpassing
4196,0,notpassing
4197,69,generating
4199,92,generating
4200,14,notpassing
4201,0,notpassing
4202,5,notpassing
4205,0,notpassing
4206,0,notpassing
4207,88,generating
4208,11,notpassing
4209,4,notpassing
4212,3,notpassing
4214,0,notpassing
4215,0,notpassing
4216,85,generating
4217,88,generating
4218,0,notpassing
4220,84,generating
4221,0,notpassing
4223,3,notpassing
4225,0,notpassing
4226,9,notpassing
4228,0,notpassing
4229,85,generating
4234,0,notpassing
4237,5,notpassing
4238,0,notpassing
4239,0,notpassing
4241,0,notpassing
4242,0,notpassing
4245,0,notpassing
4246,5,notpassing
4247,8,notpassing
4248,0,notpassing
4249,0,notpassing
4250,0,notpassing
4252,0,notpassing
4256,94,generating
4257,3,notpassing
4258,0,notpassing
4260,3,notpassing
4262,0,notpassing
4263,53,notpassing
4266,98,generating
4268,84,generating
4269,0,notpassing
4271,0,notpassing
4275,0,notpassing
4282,0,notpassing
4284,3,notpassing
4286,0,notpassing
4288,5,notpassing
4295,3,notpassing
4297,0,notpassing
4298,3,notpassing
4302,0,notpassing
4304,15,notpassing
4305,18,notpassing
4307,0,notpassing
4309,5,notpassing
4310,0,notpassing
4313,48,notpassing
4314,26,notpassing
4315,0,notpassing
4316,94,generating
4319,3,notpassing
4320,0,notpassing
4321,24,notpassing
4322,0,notpassing
4323,7,notpassing
4324,31,notpassing
4325,0,notpassing
4327,1,notpassing
4329,91,generating
4332,0,notpassing
4333,12,notpassing
4336,92,generating
4337,15,notpassing
4338,89,generating
4340,68,generating
4341,0,notpassing
4342,0,notpassing
4344,95,generating
4348,0,notpassing
4349,88,generating
4356,0,notpassing
4357,0,notpassing
4358,0,notpassing
4359,0,notpassing
4361,0,notpassing
4362,0,notpassing
4363,0,notpassing
4364,0,notpassing
4365,0,notpassing
4366,0,notpassing
4367,0,notpassing
4371,3,notpassing
4372,0,notpassing
4373,30,notpassing
4374,88,generating
4377,1,notpassing
4380,0,notpassing
4381,80,generating
4382,0,notpassing
4384,0,notpassing
4385,22,notpassing
4386,0,notpassing
4387,3,notpassing
4389,91,generating
4390,1,notpassing
4394,0,notpassing
4396,90,generating
4398,34,notpassing
4399,0,notpassing
4402,90,generating
4403,91,generating
4404,84,generating
4405,0,notpassing
4406,92,generating
4408,0,notpassing
4409,92,generating
4410,0,notpassing
4413,0,notpassing
4417,0,notpassing
4418,0,notpassing
4419,0,notpassing
4420,0,notpassing
4423,0,notpassing
4424,1,notpassing
4425,13,notpassing
4428,94,generating
4429,0,notpassing
4432,0,notpassing
4433,0,notpassing
4435,47,notpassing
4436,8,notpassing
4438,0,notpassing
4439,0,notpassing
4440,0,notpassing
4441,0,notpassing
4442,0,notpassing
4445,0,notpassing
4446,73,generating
4447,91,generating
4448,0,notpassing
4451,0,notpassing
4452,0,notpassing
4454,22,notpassing
4455,0,notpassing
4457,0,notpassing
4460,0,notpassing
4462,85,generating
4463,0,notpassing
4466,0,notpassing
4469,0,notpassing
4470,21,notpassing
4473,15,notpassing
4474,0,notpassing
4476,0,notpassing
4477,89,generating
4478,0,notpassing
4480,0,notpassing
4481,0,notpassing
4484,18,notpassing
4488,91,generating
4489,21,notpassing
4491,0,notpassing
4494,0,notpassing
4496,0,notpassing
4497,23,notpassing
4498,0,notpassing
4499,1,notpassing
4501,0,notpassing
4502,0,notpassing
4503,0,notpassing
4504,0,notpassing
4505,6,notpassing
4506,26,notpassing
4508,81,generating
4509,88,generating
4510,0,notpassing
4511,3,notpassing
4513,0,notpassing
4514,0,notpassing
4515,9,notpassing
4517,80,generating
4518,0,notpassing
4519,85,generating
4521,0,notpassing
4523,0,notpassing
4528,26,notpassing
4529,1,notpassing
4530,0,notpassing
4533,84,generating
4538,84,generating
4539,0,notpassing
4540,0,notpassing
4541,16,notpassing
4546,95,generating
4548,0,notpassing
4549,0,notpassing
4550,84,generating
4551,4,notpassing
4552,87,generating
4555,0,notpassing
4556,8,notpassing
4557,5,notpassing
4558,68,generating
4563,0,notpassing
4564,13,notpassing
4567,0,notpassing
4568,0,notpassing
4571,0,notpassing
4573,0,notpassing
4574,0,notpassing
4575,68,generating
4576,90,generating
4577,99,generating
4580,0,notpassing
4581,54,notpassing
4583,0,notpassing
4584,19,notpassing
4585,62,generating
4586,39,notpassing
4587,0,notpassing
4588,0,notpassing
4591,5,notpassing
4593,0,notpassing
4596,0,notpassing
4598,0,notpassing
4603,0,notpassing
4605,0,notpassing
4607,0,notpassing
4608,90,generating
4609,7,notpassing
4613,82,generating
4614,85,generating
4616,0,notpassing
4617,0,notpassing
4618,0,notpassing
4619,0,notpassing
4620,12,notpassing
4621,21,notpassing
4622,37,notpassing
4624,97,generating
4625,95,generating
4626,3,notpassing
4627,84,generating
4631,0,notpassing
4632,0,notpassing
4635,0,notpassing
4636,39,notpassing
4637,0,notpassing
4640,86,generating
4641,39,notpassing
4642,0,notpassing
4643,77,generating
4644,66,generating
4647,0,notpassing
4649,1,notpassing
4653,1,notpassing
4654,1,notpassing
4659,75,generating
4661,93,generating
4662,96,generating
4664,91,generating
4665,3,notpassing
4666,64,generating
4667,0,notpassing
4668,0,notpassing
4669,0,notpassing
4671,8,notpassing
4673,3,notpassing
4674,0,notpassing
4676,5,notpassing
4677,34,notpassing
4681,77,generating
4683,0,notpassing
4687,0,notpassing
4688,95,generating
4689,0,notpassing
4690,0,notpassing
4691,0,notpassing
4692,3,notpassing
4693,0,notpassing
4694,51,notpassing
4695,1,notpassing
4701,0,notpassing
4702,0,notpassing
4703,0,notpassing
4705,0,notpassing
4707,0,notpassing
4708,85,generating
4709,0,notpassing
4710,0,notpassing
4711,0,notpassing
4712,0,notpassing
4715,20,notpassing
4719,0,notpassing
4720,9,notpassing
4721,4,notpassing
4723,98,generating
4724,77,generating
4726,67,generating
4727,0,notpassing
4730,83,generating
4731,13,notpassing
4735,69,generating
4736,13,notpassing
4740,0,notpassing
4741,0,notpassing
4742,0,notpassing
4743,2,notpassing
4746,16,notpassing
4747,0,notpassing
4748,0,notpassing
4749,97,generating
4751,24,notpassing
4753,0,notpassing
4755,92,generating
4757,0,notpassing
4758,0,notpassing
4760,25,notpassing
4762,0,notpassing
4764,0,notpassing
4766,0,notpassing
4770,0,notpassing
4771,0,notpassing
4772,0,notpassing
4775,0,notpassing
4778,0,notpassing
4779,0,notpassing
4781,84,generating
4783,99,generating
4784,0,notpassing
4787,0,notpassing
4791,98,generating
4794,33,notpassing
4799,96,generating
4801,88,generating
4803,0,notpassing
4806,3,notpassing
4807,77,generating
4808,0,notpassing
4813,68,generating
4814,87,generating
4818,0,notpassing
4820,95,generating
4822,97,generating
4823,3,notpassing
4824,0,notpassing
4825,4,notpassing
4826,12,notpassing
4828,7,notpassing
4829,80,generating
4832,89,generating
4835,20,notpassing
4837,0,notpassing
4839,0,notpassing
4841,76,generating
4842,97,generating
4843,27,notpassing
4844,0,notpassing
4845,13,notpassing
4848,0,notpassing
4849,47,notpassing
4850,0,notpassing
4852,4,notpassing
4855,0,notpassing
4856,7,notpassing
4857,4,notpassing
4858,0,notpassing
4860,0,notpassing
4861,0,notpassing
4863,4,notpassing
4864,84,generating
4865,0,notpassing
4870,0,notpassing
4874,0,notpassing
4875,1,notpassing
4881,0,notpassing
4884,3,notpassing
4885,90,generating
4886,0,notpassing
4887,0,notpassing
4888,3,notpassing
4889,0,notpassing
4898,11,notpassing
4899,0,notpassing
4902,5,notpassing
4907,96,generating
4910,3,notpassing
4919,96,generating
4922,0,notpassing
4929,1,notpassing
4931,0,notpassing
4932,88,generating
4935,0,notpassing
4937,93,generating
4940,65,generating
4942,87,generating
4945,98,generating
4948,5,notpassing
4950,0,notpassing
4951,0,notpassing
4959,93,generating
4964,0,notpassing
4969,16,notpassing
4970,3,notpassing
4975,24,notpassing
4978,0,notpassing
4981,12,notpassing
4987,82,generating
4991,0,notpassing
4997,0,notpassing
4998,0,notpassing
4999,0,notpassing
5000,85,generating
5001,42,notpassing
5002,0,notpassing
5007,66,generating
5008,100,generating
5011,0,notpassing
5012,0,notpassing
5015,0,notpassing
5023,0,notpassing
5024,0,notpassing
5028,0,notpassing
5036,39,notpassing
5037,0,notpassing
5038,96,generating
5040,0,notpassing
5045,0,notpassing
5046,0,notpassing
5049,0,notpassing
5051,95,generating
5053,0,notpassing
5055,0,notpassing
5060,0,notpassing
5061,0,notpassing
5062,99,generating
5063,0,notpassing
5064,81,generating
5065,0,notpassing
5066,0,notpassing
5071,98,generating
5072,0,notpassing
5077,0,notpassing
5082,0,notpassing
5086,0,notpassing
5099,3,notpassing
5105,93,generating
5106,0,notpassing
5109,0,notpassing
5111,0,notpassing
5113,3,notpassing
5114,93,generating
5115,89,generating
5117,3,notpassing
5118,0,notpassing
5119,0,notpassing
5120,0,notpassing
5121,4,notpassing
5122,0,notpassing
5124,0,notpassing
5125,5,notpassing
5126,11,notpassing
5128,8,notpassing
5129,91,generating
5135,0,notpassing
5137,86,generating
5139,77,generating
5141,0,notpassing
5142,0,notpassing
5144,0,notpassing
5145,0,notpassing
5146,7,notpassing
5148,26,notpassing
5149,68,generating
5150,0,notpassing
5151,0,notpassing
5152,5,notpassing
5153,9,notpassing
5154,35,notpassing
5155,3,notpassing
5156,0,notpassing
5157,7,notpassing
5158,0,notpassing
5159,0,notpassing
5160,92,generating
5161,0,notpassing
5162,0,notpassing
5163,0,notpassing
5165,3,notpassing
5166,3,notpassing
5167,83,generating
5169,6,notpassing
5170,12,notpassing
5171,41,notpassing
5172,0,notpassing
5173,89,generating
5174,0,notpassing
5175,40,notpassing
5176,3,notpassing
5177,0,notpassing
5179,0,notpassing
5180,5,notpassing
5181,0,notpassing
5182,0,notpassing
5184,6,notpassing
5186,0,notpassing
5187,5,notpassing
5189,0,notpassing
5190,0,notpassing
5191,0,notpassing
5192,0,notpassing
5193,0,notpassing
5194,98,generating
5195,0,notpassing
5196,0,notpassing
5197,14,notpassing
5198,11,notpassing
5199,97,generating
5200,0,notpassing
5201,0,notpassing
5202,27,notpassing
5203,18,notpassing
5204,0,notpassing
5205,0,notpassing
5208,0,notpassing
5209,7,notpassing
5211,0,notpassing
5212,0,notpassing
5213,75,generating
5214,0,notpassing
5215,90,generating
5216,9,notpassing
5217,89,generating
5218,0,notpassing
5219,43,notpassing
5220,13,notpassing
5221,0,notpassing
5222,0,notpassing
5223,28,notpassing
5224,0,notpassing
5225,0,notpassing
5226,23,notpassing
5227,0,notpassing
5228,96,generating
5229,95,generating
5230,2,notpassing
5231,0,notpassing
5232,100,generating
5234,0,notpassing
5235,90,generating
5236,86,generating
5238,43,notpassing
5239,0,notpassing
5240,83,generating
5242,76,generating
5243,0,notpassing
5244,0,notpassing
5245,5,notpassing
5246,0,notpassing
5247,90,generating
5248,11,notpassing
5249,3,notpassing
5250,15,notpassing
5251,72,generating
5252,98,generating
5253,0,notpassing
5254,51,notpassing
5255,0,notpassing
5256,31,notpassing
5257,0,notpassing
5258,0,notpassing
5259,15,notpassing
5260,0,notpassing
5261,0,notpassing
5263,0,notpassing
5264,0,notpassing
5265,0,notpassing
5266,0,notpassing
5267,4,notpassing
5268,0,notpassing
5269,97,generating
5270,0,notpassing
5271,0,notpassing
5272,0,notpassing
5273,3,notpassing
5274,0,notpassing
5275,3,notpassing
5276,27,notpassing
5277,0,notpassing
5278,44,notpassing
5279,4,notpassing
5280,0,notpassing
5283,0,notpassing
5288,0,notpassing
5289,94,generating
5290,0,notpassing
5291,0,notpassing
5293,0,notpassing
5294,0,notpassing
5295,88,generating
5296,36,notpassing
5297,24,notpassing
5298,0,notpassing
5299,0,notpassing
5300,99,generating
5301,0,notpassing
5302,0,notpassing
5304,5,notpassing
5306,17,notpassing
5307,0,notpassing
5308,0,notpassing
5309,0,notpassing
5310,0,notpassing
5312,72,generating
5313,0,notpassing
5315,96,generating
5316,90,generating
5318,95,generating
5319,0,notpassing
5321,0,notpassing
5322,78,generating
5323,89,generating
5324,95,generating
5325,0,notpassing
5326,0,notpassing
5327,6,notpassing
5328,0,notpassing
5329,97,generating
5332,0,notpassing
5333,0,notpassing
5334,96,generating
5335,0,notpassing
5337,0,notpassing
5338,0,notpassing
5339,0,notpassing
5340,92,generating
5343,0,notpassing
5344,0,notpassing
5345,0,notpassing
5347,0,notpassing
5348,0,notpassing
5349,0,notpassing
5350,11,notpassing
5351,0,notpassing
5353,0,notpassing
5355,0,notpassing
5357,0,notpassing
5360,0,notpassing
5362,99,generating
5363,0,notpassing
5364,57,notpassing
5365,0,notpassing
5366,15,notpassing
5367,75,generating
5368,33,notpassing
5369,0,notpassing
5371,0,notpassing
5373,90,generating
5374,0,notpassing
5376,6,notpassing
5377,0,notpassing
5378,5,notpassing
5379,0,notpassing
5380,7,notpassing
5381,0,notpassing
5382,72,generating
5384,0,notpassing
5386,0,notpassing
5387,0,notpassing
5389,76,generating
5391,0,notpassing
5392,0,notpassing
5394,0,notpassing
5395,0,notpassing
5396,11,notpassing
5397,0,notpassing
5399,11,notpassing
5400,87,generating
5402,1,notpassing
5404,0,notpassing
5405,0,notpassing
5406,7,notpassing
5407,0,notpassing
5408,0,notpassing
5410,1,notpassing
5411,16,notpassing
5412,0,notpassing
5414,0,notpassing
5416,15,notpassing
5417,20,notpassing
5418,8,notpassing
5419,33,notpassing
5420,0,notpassing
5421,91,generating
5422,0,notpassing
5423,46,notpassing
5424,83,generating
5425,25,notpassing
5426,92,generating
5427,0,notpassing
5433,0,notpassing
5434,15,notpassing
5435,16,notpassing
5436,52,notpassing
5437,87,generating
5438,0,notpassing
5439,0,notpassing
5440,85,generating
5441,0,notpassing
5443,0,notpassing
5444,0,notpassing
5445,0,notpassing
5451,0,notpassing
5452,0,notpassing
5455,0,notpassing
5457,5,notpassing
5459,0,notpassing
5461,45,notpassing
5463,0,notpassing
5465,0,notpassing
5468,0,notpassing
5470,0,notpassing
5471,29,notpassing
5475,0,notpassing
5477,0,notpassing
5478,86,generating
5479,25,notpassing
5480,0,notpassing
5482,75,generating
5484,0,notpassing
5485,68,generating
5490,3,notpassing
5494,0,notpassing
5495,13,notpassing
5496,0,notpassing
5497,0,notpassing
5498,39,notpassing
5499,0,notpassing
5500,0,notpassing
5501,5,notpassing
5503,0,notpassing
5504,0,notpassing
5505,99,generating
5506,0,notpassing
5507,0,notpassing
5512,0,notpassing
5515,0,notpassing
5516,7,notpassing
5519,93,generating
5520,2,notpassing
5522,0,notpassing
5523,12,notpassing
5524,0,notpassing
5525,0,notpassing
5527,76,generating
5528,0,notpassing
5534,0,notpassing
5536,79,generating
5540,7,notpassing
5542,12,notpassing
5543,0,notpassing
5554,87,generating
5559,0,notpassing
5573,0,notpassing
5583,30,notpassing
5588,5,notpassing
5589,53,notpassing
5594,0,notpassing
5596,0,notpassing
5600,92,generating
5602,97,generating
5604,4,notpassing
5610,0,notpassing
5611,78,generating
5616,0,notpassing
5624,0,notpassing
5625,0,notpassing
5626,0,notpassing
5628,0,notpassing
5629,0,notpassing
5635,32,notpassing
5636,0,notpassing
5644,0,notpassing
5645,40,notpassing
5646,9,notpassing
5649,83,generating
5652,0,notpassing
5654,0,notpassing
5655,0,notpassing
5656,5,notpassing
5670,98,generating
5676,0,notpassing
5680,0,notpassing
5682,77,generating
5685,0,notpassing
5689,39,notpassing
5690,4,notpassing
5693,1,notpassing
5696,90,generating
5698,0,notpassing
5699,0,notpassing
5707,91,generating
5709,0,notpassing
5710,0,notpassing
5711,89,generating
5716,0,notpassing
5718,3,notpassing
5719,0,notpassing
5724,92,generating
5725,0,notpassing
5727,4,notpassing
5730,0,notpassing
5732,0,notpassing
5740,3,notpassing
5743,0,notpassing
5745,23,notpassing
5747,1,notpassing
5748,71,generating
5750,29,notpassing
5751,1,notpassing
5753,8,notpassing
5754,4,notpassing
5756,0,notpassing
5758,0,notpassing
5760,5,notpassing
5768,0,notpassing
5769,0,notpassing
5770,0,notpassing
5775,0,notpassing
5776,3,notpassing
5777,76,generating
5780,35,notpassing
5781,0,notpassing
5784,0,notpassing
5785,3,notpassing
5786,0,notpassing
5792,0,notpassing
5794,0,notpassing
5795,0,notpassing
5796,25,notpassing
5797,0,notpassing
5799,0,notpassing
5804,0,notpassing
5809,0,notpassing
5810,0,notpassing
5811,0,notpassing
5813,0,notpassing
5814,43,notpassing
5815,0,notpassing
5817,0,notpassing
5818,8,notpassing
5822,0,notpassing
5827,20,notpassing
5829,40,notpassing
5837,0,notpassing
5846,0,notpassing
5852,97,generating
5854,5,notpassing
5856,0,notpassing
5859,0,notpassing
5865,22,notpassing
5867,0,notpassing
5868,0,notpassing
5871,0,notpassing
5873,82,generating
5874,0,notpassing
5875,0,notpassing
5877,0,notpassing
5878,0,notpassing
5880,3,notpassing
5881,0,notpassing
5882,0,notpassing
5885,19,notpassing
5886,97,generating
5888,9,notpassing
5890,1,notpassing
5891,94,generating
5894,0,notpassing
5895,0,notpassing
5896,0,notpassing
5897,0,notpassing
5898,0,notpassing
5899,18,notpassing
5900,61,generating
5901,94,generating
5902,5,notpassing
5903,5,notpassing
5904,3,notpassing
5908,0,notpassing
5911,3,notpassing
5917,0,notpassing
5923,94,generating
5927,0,notpassing
5928,93,generating
5933,73,generating
5935,0,notpassing
5937,24,notpassing
5938,11,notpassing
5940,0,notpassing
5942,0,notpassing
5944,19,notpassing
5945,0,notpassing
5946,0,notpassing
5949,0,notpassing
5951,0,notpassing
5956,96,generating
5960,93,generating
5970,20,notpassing
5971,0,notpassing
5975,0,notpassing
5978,52,notpassing
5980,0,notpassing
5982,0,notpassing
5983,0,notpassing
5984,1,notpassing
5985,0,notpassing
5986,3,notpassing
5988,0,notpassing
5989,0,notpassing
5991,60,generating
5992,20,notpassing
5993,1,notpassing
5995,0,notpassing
5996,90,generating
5997,88,generating
5998,92,generating
6005,8,notpassing
6009,8,notpassing
6010,0,notpassing
6013,8,notpassing
6014,6,notpassing
6018,0,notpassing
6020,0,notpassing
6021,89,generating
6025,88,generating
6026,83,generating
6027,4,notpassing
6028,0,notpassing
6029,0,notpassing
6030,0,notpassing
6032,0,notpassing
6033,0,notpassing
6036,0,notpassing
6039,0,notpassing
6043,96,generating
6046,99,generating
6050,84,generating
6057,45,notpassing
6058,3,notpassing
6060,78,generating
6061,0,notpassing
6062,78,generating
6065,0,notpassing
6066,97,generating
6067,100,generating
6068,46,notpassing
6070,0,notpassing
6071,0,notpassing
6072,0,notpassing
6075,0,notpassing
6076,20,notpassing
6077,44,notpassing
6079,0,notpassing
6080,0,notpassing
6082,88,generating
6083,0,notpassing
6085,0,notpassing
6086,3,notpassing
6087,1,notpassing
6088,0,notpassing
6089,0,notpassing
6090,0,notpassing
6091,68,generating
6092,85,generating
6093,86,generating
6102,0,notpassing
6105,2,notpassing
6107,0,notpassing
6108,92,generating
6109,4,notpassing
6112,0,notpassing
6113,92,generating
6114,0,notpassing
6118,0,notpassing
6120,0,notpassing
6121,0,notpassing
6122,33,notpassing
6123,86,generating
6124,10,notpassing
6128,0,notpassing
6133,4,notpassing
6135,0,notpassing
6143,97,generating
6145,100,generating
6150,0,notpassing
6154,21,notpassing
6155,0,notpassing
6157,93,generating
6158,0,notpassing
6162,91,generating
6163,73,generating
6165,94,generating
6169,93,generating
6172,0,notpassing
6173,0,notpassing
6174,0,notpassing
6178,1,notpassing
6179,0,notpassing
6181,0,notpassing
6184,0,notpassing
6186,0,notpassing
6187,0,notpassing
6188,91,generating
6189,0,notpassing
6191,0,notpassing
6193,23,notpassing
6195,0,notpassing
6200,32,notpassing
6202,83,generating
6209,82,generating
6210,1,notpassing
6212,52,notpassing
6213,3,notpassing
6214,0,notpassing
6215,94,generating
6217,93,generating
6255,85,generating
